Al-Farouq Aminu ,22,8,6,2010,2014,4,3.1
Al-Farouq Aminu ,22,8,6,2010,2015,5,3.3
Al-Farouq Aminu ,22,8,6,2010,2016,6,4
Alaa Abdelnaby ,23,25,5,1990,1991,1,0.5
Alaa Abdelnaby ,23,25,5,1990,1992,2,2.1
Alaa Abdelnaby ,23,25,5,1990,1993,3,2
Alaa Abdelnaby ,23,25,5,1990,1994,4,-0.1
Alaa Abdelnaby ,23,25,5,1990,1995,5,0.3
Alan Henderson ,24,16,12,1995,1996,1,2
Alan Henderson ,24,16,12,1995,1997,2,1.3
Alan Henderson ,24,16,12,1995,1998,3,6
Alan Henderson ,24,16,12,1995,1999,4,3.1
Alan Henderson ,24,16,12,1995,2000,5,4.3
Alan Henderson ,24,16,12,1995,2001,6,1.9
Alan Henderson ,24,16,12,1995,2002,7,0.7
Alan Henderson ,24,16,12,1995,2003,8,2.6
Alan Henderson ,24,16,12,1995,2004,9,0.2
Alan Henderson ,24,16,12,1995,2005,10,3.1
Alan Henderson ,24,16,12,1995,2006,11,1.3
Alan Henderson ,24,16,12,1995,2007,12,1.6
Alando Tucker ,25,29,3,2007,2008,1,0
Alando Tucker ,25,29,3,2007,2009,2,0.2
Alando Tucker ,25,29,3,2007,2010,3,0.1
Albert King ,26,10,9,1981,1982,1,2.4
Albert King ,26,10,9,1981,1983,2,5.7
Albert King ,26,10,9,1981,1984,3,4.3
Albert King ,26,10,9,1981,1985,4,1.9
Albert King ,26,10,9,1981,1986,5,1.9
Albert King ,26,10,9,1981,1987,6,0.2
Albert King ,26,10,9,1981,1988,7,-0.1
Albert King ,26,10,9,1981,1989,8,0
Albert King ,26,10,9,1981,1992,11,0.1
Alec Burks ,27,12,5,2011,2012,1,1.5
Alec Burks ,27,12,5,2011,2013,2,1
Alec Burks ,27,12,5,2011,2014,3,3.2
Alec Burks ,27,12,5,2011,2015,4,1.7
Alec Burks ,27,12,5,2011,2016,5,1.5
Alec Kessler ,28,12,4,1990,1991,1,-0.1
Alec Kessler ,28,12,4,1990,1992,2,1.2
Alec Kessler ,28,12,4,1990,1993,3,0.8
Alec Kessler ,28,12,4,1990,1994,4,0.1
Aleksandar Radojevic ,29,12,2,1999,2000,1,-0.1
Aleksandar Radojevic ,29,12,2,1999,2005,6,-0.3
Alex Len ,30,5,3,2013,2014,1,0.2
Alex Len ,30,5,3,2013,2015,2,3.4
Alex Len ,30,5,3,2013,2016,3,1.3
Alexander Johnson ,31,45,2,2006,2007,1,1.3
Alexander Johnson ,31,45,2,2006,2008,2,0.2
Alexis Ajinca ,32,20,6,2008,2009,1,-0.1
Alexis Ajinca ,32,20,6,2008,2010,2,0
Alexis Ajinca ,32,20,6,2008,2011,3,0.4
Alexis Ajinca ,32,20,6,2008,2014,6,2.1
Alexis Ajinca ,32,20,6,2008,2015,7,3.2
Alexis Ajinca ,32,20,6,2008,2016,8,1
Alfredrick Hughes ,33,14,1,1985,1986,1,-0.5
Allan Houston ,34,11,12,1993,1994,1,-1.2
Allan Houston ,34,11,12,1993,1995,2,3.8
Allan Houston ,34,11,12,1993,1996,3,7.1
Allan Houston ,34,11,12,1993,1997,4,4.7
Allan Houston ,34,11,12,1993,1998,5,6.1
Allan Houston ,34,11,12,1993,1999,6,2.9
Allan Houston ,34,11,12,1993,2000,7,8.6
Allan Houston ,34,11,12,1993,2001,8,7.5
Allan Houston ,34,11,12,1993,2002,9,4.7
Allan Houston ,34,11,12,1993,2003,10,7.2
Allan Houston ,34,11,12,1993,2004,11,3.1
Allan Houston ,34,11,12,1993,2005,12,0.7
Allen Crabbe ,35,31,3,2013,2014,1,0.1
Allen Crabbe ,35,31,3,2013,2015,2,1.3
Allen Crabbe ,35,31,3,2013,2016,3,4.3
Allen Iverson ,36,1,14,1996,1998,2,9
Allen Iverson ,36,1,14,1996,1999,3,7.2
Allen Iverson ,36,1,14,1996,2000,4,6.9
Allen Iverson ,36,1,14,1996,2001,5,11.8
Allen Iverson ,36,1,14,1996,2002,6,6.9
Allen Iverson ,36,1,14,1996,2003,7,9.2
Allen Iverson ,36,1,14,1996,2004,8,2.8
Allen Iverson ,36,1,14,1996,2005,9,9
Allen Iverson ,36,1,14,1996,2006,10,10.6
Allen Iverson ,36,1,14,1996,2009,13,2.9
Allen Iverson ,36,1,14,1996,2010,14,0.7
Alphonso Ford ,37,32,2,1993,1994,1,0.1
Alphonso Ford ,37,32,2,1993,1995,2,-0.4
Alton Ford ,38,50,3,2001,2002,1,0.8
Alton Ford ,38,50,3,2001,2003,2,-0.1
Alton Ford ,38,50,3,2001,2004,3,0.1
Alton Lister ,39,21,16,1981,1982,1,1.7
Alton Lister ,39,21,16,1981,1983,2,3.8
Alton Lister ,39,21,16,1981,1984,3,4
Alton Lister ,39,21,16,1981,1985,4,5.3
Alton Lister ,39,21,16,1981,1986,5,5.5
Alton Lister ,39,21,16,1981,1987,6,4.1
Alton Lister ,39,21,16,1981,1988,7,4.1
Alton Lister ,39,21,16,1981,1989,8,3.7
Alton Lister ,39,21,16,1981,1990,9,0.1
Alton Lister ,39,21,16,1981,1991,10,1.9
Alton Lister ,39,21,16,1981,1992,11,0.4
Alton Lister ,39,21,16,1981,1993,12,-0.2
Alton Lister ,39,21,16,1981,1995,14,1
Alton Lister ,39,21,16,1981,1996,15,0.9
Alton Lister ,39,21,16,1981,1997,16,0.3
Alton Lister ,39,21,16,1981,1998,17,0
Alvin Robertson ,40,7,10,1984,1985,1,3.1
Alvin Robertson ,40,7,10,1984,1986,2,8.6
Alvin Robertson ,40,7,10,1984,1987,3,5.3
Alvin Robertson ,40,7,10,1984,1988,4,5.8
Alvin Robertson ,40,7,10,1984,1989,5,4.4
Alvin Robertson ,40,7,10,1984,1990,6,7.5
Alvin Robertson ,40,7,10,1984,1991,7,7.7
Alvin Robertson ,40,7,10,1984,1992,8,3.6
Alvin Robertson ,40,7,10,1984,1993,9,3.4
Alvin Robertson ,40,7,10,1984,1996,12,2.8
Alvin Williams ,41,47,9,1997,1998,1,1.3
Alvin Williams ,41,47,9,1997,1999,2,1.2
Alvin Williams ,41,47,9,1997,2000,3,1
Alvin Williams ,41,47,9,1997,2001,4,5.4
Alvin Williams ,41,47,9,1997,2002,5,5.2
Alvin Williams ,41,47,9,1997,2003,6,5.5
Alvin Williams ,41,47,9,1997,2004,7,2.1
Alvin Williams ,41,47,9,1997,2006,9,-0.1
Alvin Williams ,41,47,9,1997,2007,10,-0.1
Amal McCaskill ,42,49,4,1996,1997,1,-0.2
Amal McCaskill ,42,49,4,1996,2002,6,0
Amal McCaskill ,42,49,4,1996,2003,7,0
Amal McCaskill ,42,49,4,1996,2004,8,0.6
Amar'e Stoudemire ,43,9,14,2002,2003,1,6.2
Amar'e Stoudemire ,43,9,14,2002,2004,2,4.4
Amar'e Stoudemire ,43,9,14,2002,2005,3,14.6
Amar'e Stoudemire ,43,9,14,2002,2006,4,0.1
Amar'e Stoudemire ,43,9,14,2002,2007,5,11.2
Amar'e Stoudemire ,43,9,14,2002,2008,6,14.6
Amar'e Stoudemire ,43,9,14,2002,2009,7,6.1
Amar'e Stoudemire ,43,9,14,2002,2010,8,10.7
Amar'e Stoudemire ,43,9,14,2002,2011,9,8
Amar'e Stoudemire ,43,9,14,2002,2012,10,4.1
Amar'e Stoudemire ,43,9,14,2002,2013,11,2.7
Amar'e Stoudemire ,43,9,14,2002,2014,12,3.8
Amar'e Stoudemire ,43,9,14,2002,2015,13,3.6
Amar'e Stoudemire ,43,9,14,2002,2016,14,2.4
Anderson Varejao ,44,30,12,2004,2005,1,3
Anderson Varejao ,44,30,12,2004,2006,2,2.3
Anderson Varejao ,44,30,12,2004,2007,3,6.6
Anderson Varejao ,44,30,12,2004,2008,4,2.4
Anderson Varejao ,44,30,12,2004,2009,5,8
Anderson Varejao ,44,30,12,2004,2010,6,8.1
Anderson Varejao ,44,30,12,2004,2011,7,2.2
Anderson Varejao ,44,30,12,2004,2012,8,2.1
Anderson Varejao ,44,30,12,2004,2013,9,3.3
Anderson Varejao ,44,30,12,2004,2014,10,5.4
Anderson Varejao ,44,30,12,2004,2015,11,1.9
Anderson Varejao ,44,30,12,2004,2016,12,1
Andrae Patterson ,45,46,2,1998,1999,1,0.7
Andrae Patterson ,45,46,2,1998,2000,2,0.1
Andray Blatche ,46,49,9,2005,2006,1,0.1
Andray Blatche ,46,49,9,2005,2007,2,0.5
Andray Blatche ,46,49,9,2005,2008,3,3
Andray Blatche ,46,49,9,2005,2009,4,1.4
Andray Blatche ,46,49,9,2005,2010,5,3.4
Andray Blatche ,46,49,9,2005,2011,6,2.4
Andray Blatche ,46,49,9,2005,2012,7,-0.1
Andray Blatche ,46,49,9,2005,2013,8,4.9
Andray Blatche ,46,49,9,2005,2014,9,3.7
Andre Drummond ,47,9,4,2012,2013,1,4.5
Andre Drummond ,47,9,4,2012,2014,2,9.9
Andre Drummond ,47,9,4,2012,2015,3,7.7
Andre Drummond ,47,9,4,2012,2016,4,7.4
Andre Emmett ,48,35,2,2004,2005,1,0
Andre Emmett ,48,35,2,2004,2012,8,0.1
Andre Iguodala ,49,9,12,2004,2005,1,6.6
Andre Iguodala ,49,9,12,2004,2006,2,7.5
Andre Iguodala ,49,9,12,2004,2007,3,7.7
Andre Iguodala ,49,9,12,2004,2008,4,9.6
Andre Iguodala ,49,9,12,2004,2009,5,9.2
Andre Iguodala ,49,9,12,2004,2010,6,6.7
Andre Iguodala ,49,9,12,2004,2011,7,6.7
Andre Iguodala ,49,9,12,2004,2012,8,7.3
Andre Iguodala ,49,9,12,2004,2013,9,5.6
Andre Iguodala ,49,9,12,2004,2014,10,5.8
Andre Iguodala ,49,9,12,2004,2015,11,5.1
Andre Iguodala ,49,9,12,2004,2016,12,4.4
Andre Miller ,50,8,17,1999,2000,1,5.3
Andre Miller ,50,8,17,1999,2001,2,8
Andre Miller ,50,8,17,1999,2002,3,10.3
Andre Miller ,50,8,17,1999,2003,4,4.6
Andre Miller ,50,8,17,1999,2004,5,8.8
Andre Miller ,50,8,17,1999,2005,6,7
Andre Miller ,50,8,17,1999,2006,7,6.2
Andre Miller ,50,8,17,1999,2007,8,5.9
Andre Miller ,50,8,17,1999,2008,9,8.3
Andre Miller ,50,8,17,1999,2009,10,8.8
Andre Miller ,50,8,17,1999,2010,11,7
Andre Miller ,50,8,17,1999,2011,12,7
Andre Miller ,50,8,17,1999,2012,13,2.9
Andre Miller ,50,8,17,1999,2013,14,5.4
Andre Miller ,50,8,17,1999,2014,15,2.2
Andre Miller ,50,8,17,1999,2015,16,2.2
Andre Miller ,50,8,17,1999,2016,17,1
Andre Moore ,51,31,1,1987,1988,1,0
Andre Roberson ,52,26,3,2013,2014,1,0.8
Andre Roberson ,52,26,3,2013,2015,2,2.1
Andre Roberson ,52,26,3,2013,2016,3,3.4
Andrea Bargnani ,53,1,10,2006,2007,1,1.9
Andrea Bargnani ,53,1,10,2006,2008,2,1.4
Andrea Bargnani ,53,1,10,2006,2009,3,3.9
Andrea Bargnani ,53,1,10,2006,2010,4,4.2
Andrea Bargnani ,53,1,10,2006,2011,5,2.5
Andrea Bargnani ,53,1,10,2006,2012,6,2.2
Andrea Bargnani ,53,1,10,2006,2013,7,0.1
Andrea Bargnani ,53,1,10,2006,2014,8,1.5
Andrea Bargnani ,53,1,10,2006,2015,9,0.9
Andrea Bargnani ,53,1,10,2006,2016,10,0.2
Andrei Kirilenko ,54,24,13,1999,2002,3,7.3
Andrei Kirilenko ,54,24,13,1999,2003,4,9.2
Andrei Kirilenko ,54,24,13,1999,2004,5,11.6
Andrei Kirilenko ,54,24,13,1999,2005,6,5.5
Andrei Kirilenko ,54,24,13,1999,2006,7,7.9
Andrei Kirilenko ,54,24,13,1999,2007,8,4.4
Andrei Kirilenko ,54,24,13,1999,2008,9,7.1
Andrei Kirilenko ,54,24,13,1999,2009,10,4.6
Andrei Kirilenko ,54,24,13,1999,2010,11,6
Andrei Kirilenko ,54,24,13,1999,2011,12,4.5
Andrei Kirilenko ,54,24,13,1999,2013,14,6
Andrei Kirilenko ,54,24,13,1999,2014,15,1.3
Andrei Kirilenko ,54,24,13,1999,2015,16,0
Andrew Bogut ,55,1,11,2005,2006,1,5.5
Andrew Bogut ,55,1,11,2005,2007,2,4
Andrew Bogut ,55,1,11,2005,2008,3,4.8
Andrew Bogut ,55,1,11,2005,2009,4,2.6
Andrew Bogut ,55,1,11,2005,2010,5,7.5
Andrew Bogut ,55,1,11,2005,2011,6,5.4
Andrew Bogut ,55,1,11,2005,2012,7,0.5
Andrew Bogut ,55,1,11,2005,2013,8,1.7
Andrew Bogut ,55,1,11,2005,2014,9,6.5
Andrew Bogut ,55,1,11,2005,2015,10,5.2
Andrew Bogut ,55,1,11,2005,2016,11,5.4
Andrew Bynum ,56,10,8,2005,2006,1,0.1
Andrew Bynum ,56,10,8,2005,2007,2,4.2
Andrew Bynum ,56,10,8,2005,2008,3,4.8
Andrew Bynum ,56,10,8,2005,2009,4,5.5
Andrew Bynum ,56,10,8,2005,2010,5,7.8
Andrew Bynum ,56,10,8,2005,2011,6,6.6
Andrew Bynum ,56,10,8,2005,2012,7,8
Andrew Bynum ,56,10,8,2005,2014,9,0.4
Andrew DeClercq ,57,34,10,1995,1996,1,0.4
Andrew DeClercq ,57,34,10,1995,1997,2,1.6
Andrew DeClercq ,57,34,10,1995,1998,3,3.4
Andrew DeClercq ,57,34,10,1995,1999,4,3.1
Andrew DeClercq ,57,34,10,1995,2000,5,2.9
Andrew DeClercq ,57,34,10,1995,2001,6,2.5
Andrew DeClercq ,57,34,10,1995,2002,7,1
Andrew DeClercq ,57,34,10,1995,2003,8,2.6
Andrew DeClercq ,57,34,10,1995,2004,9,1.7
Andrew DeClercq ,57,34,10,1995,2005,10,0.1
Andrew Goudelock ,58,46,3,2011,2012,1,0.1
Andrew Goudelock ,58,46,3,2011,2013,2,0
Andrew Goudelock ,58,46,3,2011,2016,5,0
Andrew Lang ,59,28,12,1988,1989,1,1.4
Andrew Lang ,59,28,12,1988,1990,2,3
Andrew Lang ,59,28,12,1988,1991,3,3.7
Andrew Lang ,59,28,12,1988,1992,4,5.7
Andrew Lang ,59,28,12,1988,1993,5,1.7
Andrew Lang ,59,28,12,1988,1994,6,2.9
Andrew Lang ,59,28,12,1988,1995,7,4.9
Andrew Lang ,59,28,12,1988,1996,8,2.3
Andrew Lang ,59,28,12,1988,1997,9,1.9
Andrew Lang ,59,28,12,1988,1998,10,0.7
Andrew Lang ,59,28,12,1988,1999,11,-0.1
Andrew Lang ,59,28,12,1988,2000,12,0.4
Andrew Nicholson ,60,19,4,2012,2013,1,1.7
Andrew Nicholson ,60,19,4,2012,2014,2,0.6
Andrew Nicholson ,60,19,4,2012,2015,3,0.1
Andrew Nicholson ,60,19,4,2012,2016,4,1.6
Andrew Toney ,61,8,8,1980,1981,1,2.2
Andrew Toney ,61,8,8,1980,1982,2,4
Andrew Toney ,61,8,8,1980,1983,3,7.3
Andrew Toney ,61,8,8,1980,1984,4,6.4
Andrew Toney ,61,8,8,1980,1985,5,5.5
Andrew Toney ,61,8,8,1980,1986,6,-0.2
Andrew Toney ,61,8,8,1980,1987,7,1.2
Andrew Toney ,61,8,8,1980,1988,8,0.5
Andrew Wiggins ,62,1,2,2014,2015,1,2.1
Andrew Wiggins ,62,1,2,2014,2016,2,4.1
Andris Biedrins ,63,11,10,2004,2005,1,1.2
Andris Biedrins ,63,11,10,2004,2006,2,2.9
Andris Biedrins ,63,11,10,2004,2007,3,6.7
Andris Biedrins ,63,11,10,2004,2008,4,8
Andris Biedrins ,63,11,10,2004,2009,5,5.4
Andris Biedrins ,63,11,10,2004,2010,6,1.6
Andris Biedrins ,63,11,10,2004,2011,7,2.6
Andris Biedrins ,63,11,10,2004,2012,8,1.3
Andris Biedrins ,63,11,10,2004,2013,9,1.1
Andris Biedrins ,63,11,10,2004,2014,10,0
Andy Rautins ,64,38,1,2010,2011,1,-0.2
Anfernee Hardaway ,65,3,14,1993,1994,1,7.1
Anfernee Hardaway ,65,3,14,1993,1995,2,10.7
Anfernee Hardaway ,65,3,14,1993,1996,3,14.4
Anfernee Hardaway ,65,3,14,1993,1997,4,8.1
Anfernee Hardaway ,65,3,14,1993,1998,5,1.1
Anfernee Hardaway ,65,3,14,1993,1999,6,5
Anfernee Hardaway ,65,3,14,1993,2000,7,7.8
Anfernee Hardaway ,65,3,14,1993,2001,8,0.4
Anfernee Hardaway ,65,3,14,1993,2002,9,2.9
Anfernee Hardaway ,65,3,14,1993,2003,10,2.3
Anfernee Hardaway ,65,3,14,1993,2004,11,2
Anfernee Hardaway ,65,3,14,1993,2005,12,0.2
Anfernee Hardaway ,65,3,14,1993,2006,13,-0.2
Anfernee Hardaway ,65,3,14,1993,2008,15,0.2
Ansu Sesay ,66,30,4,1998,2002,4,0.5
Ansu Sesay ,66,30,4,1998,2003,5,-0.1
Ansu Sesay ,66,30,4,1998,2004,6,0.8
Ansu Sesay ,66,30,4,1998,2005,7,0.2
Antawn Jamison ,67,4,16,1998,1999,1,2.3
Antawn Jamison ,67,4,16,1998,2000,2,1.4
Antawn Jamison ,67,4,16,1998,2001,3,6.7
Antawn Jamison ,67,4,16,1998,2002,4,6.4
Antawn Jamison ,67,4,16,1998,2003,5,8.5
Antawn Jamison ,67,4,16,1998,2004,6,9
Antawn Jamison ,67,4,16,1998,2005,7,5.4
Antawn Jamison ,67,4,16,1998,2006,8,8.2
Antawn Jamison ,67,4,16,1998,2007,9,6.8
Antawn Jamison ,67,4,16,1998,2008,10,9.2
Antawn Jamison ,67,4,16,1998,2009,11,8.1
Antawn Jamison ,67,4,16,1998,2010,12,5.8
Antawn Jamison ,67,4,16,1998,2011,13,2.6
Antawn Jamison ,67,4,16,1998,2012,14,3.1
Antawn Jamison ,67,4,16,1998,2013,15,4.3
Antawn Jamison ,67,4,16,1998,2014,16,0.1
Anthony Avent ,68,15,6,1991,1993,2,0.3
Anthony Avent ,68,15,6,1991,1994,3,0.4
Anthony Avent ,68,15,6,1991,1995,4,1.5
Anthony Avent ,68,15,6,1991,1996,5,-1.2
Anthony Avent ,68,15,6,1991,1999,8,-0.1
Anthony Avent ,68,15,6,1991,2000,9,-0.5
Anthony Bennett ,69,1,3,2013,2014,1,-0.4
Anthony Bennett ,69,1,3,2013,2015,2,0.3
Anthony Bennett ,69,1,3,2013,2016,3,0.1
Anthony Bonner ,70,23,6,1990,1991,1,0.7
Anthony Bonner ,70,23,6,1990,1992,2,1.6
Anthony Bonner ,70,23,6,1990,1993,3,2.4
Anthony Bonner ,70,23,6,1990,1994,4,4.1
Anthony Bonner ,70,23,6,1990,1995,5,1.8
Anthony Bonner ,70,23,6,1990,1996,6,0
Anthony Brown ,71,34,1,2015,2016,1,-0.3
Anthony Cook ,72,24,4,1989,1991,2,0.5
Anthony Cook ,72,24,4,1989,1992,3,0.4
Anthony Cook ,72,24,4,1989,1994,5,0.1
Anthony Cook ,72,24,4,1989,1996,7,0.1
Anthony Davis ,73,1,4,2012,2013,1,6.1
Anthony Davis ,73,1,4,2012,2014,2,10.4
Anthony Davis ,73,1,4,2012,2015,3,14
Anthony Davis ,73,1,4,2012,2016,4,7.2
Anthony Johnson ,74,39,13,1997,1998,1,0.4
Anthony Johnson ,74,39,13,1997,1999,2,1.1
Anthony Johnson ,74,39,13,1997,2000,3,0.3
Anthony Johnson ,74,39,13,1997,2001,4,-0.2
Anthony Johnson ,74,39,13,1997,2002,5,0.7
Anthony Johnson ,74,39,13,1997,2003,6,1.8
Anthony Johnson ,74,39,13,1997,2004,7,3.6
Anthony Johnson ,74,39,13,1997,2005,8,4
Anthony Johnson ,74,39,13,1997,2006,9,4.5
Anthony Johnson ,74,39,13,1997,2007,10,1.2
Anthony Johnson ,74,39,13,1997,2008,11,2
Anthony Johnson ,74,39,13,1997,2009,12,2.8
Anthony Johnson ,74,39,13,1997,2010,13,1
Anthony Jones ,75,21,3,1986,1987,1,0.5
Anthony Jones ,75,21,3,1986,1989,3,0.3
Anthony Jones ,75,21,3,1986,1990,4,0
Anthony Miller ,76,39,8,1994,1995,1,1.2
Anthony Miller ,76,39,8,1994,1996,2,0
Anthony Miller ,76,39,8,1994,1997,3,-0.1
Anthony Miller ,76,39,8,1994,1998,4,0.8
